country_code,country_name,region,sub_region,intermediate_region,income_group,organization_name
MIC, INGRESO MEDIANO,,,,AGREGADOS,
SSF,AFRICA AL SUR DEL SAHARA,,,,AGREGADOS,
TSS,AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),,,,AGREGADOS,
SSA,AFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),,,,AGREGADOS,
NAC,AMERICA DEL NORTE,,,,AGREGADOS,
LCN,AMERICA LATINA Y EL CARIBE,,,,AGREGADOS,
TLA,AMERICA LATINA Y EL CARIBE (BIRF Y LA AIF),,,,AGREGADOS,
LAC,AMERICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),,,,AGREGADOS,
SAS,ASIA MERIDIONAL,,,,AGREGADOS,
TSA,ASIA MERIDIONAL (BIRF Y LA AIF),,,,AGREGADOS,
EAS,ASIA ORIENTAL Y EL PACIFICO,,,,AGREGADOS,
TEA,ASIA ORIENTAL Y EL PACIFICO (BIRF Y LA AIF),,,,AGREGADOS,
EAP,ASIA ORIENTAL Y EL PACIFICO (EXCLUIDO ALTOS INGRESOS),,,,AGREGADOS,
LTE,AVANZADA DEL DIVIDENDO DEMOGRAFICO,,,,AGREGADOS,
IBT,BIRF Y LA AIF,,,,AGREGADOS,
ARB,EL MUNDO ARABE,,,,AGREGADOS,
PSS,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,,,,AGREGADOS,
CSS,ESTADOS PEQUEOS DEL CARIBE,,,,AGREGADOS,
CEB,EUROPA CENTRAL Y DEL BALTICO,,,,AGREGADOS,
ECS,EUROPA Y ASIA CENTRAL,,,,AGREGADOS,
TEC,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),,,,AGREGADOS,
ECA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),,,,AGREGADOS,
FCS,FRAGILES Y SITUACIONES DE CONFLICTO AFECTADOS,,,,AGREGADOS,
HIC,INGRESO ALTO,,,,AGREGADOS,
UMC,INGRESO MEDIANO ALTO,,,,AGREGADOS,
LMY,INGRESO MEDIANO Y BAJO,,,,AGREGADOS,
EAR,INICIAL DEL DIVIDENDO DEMOGRAFICO,,,,AGREGADOS,
CHI,ISLAS DEL CANAL,,,,INGRESO ALTO,
XKX,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),,,INGRESO MEDIANO ALTO,
IDB,MEZCLA DE LA AIF,,,,AGREGADOS,
OED,MIEMBROS OCDE,,,,AGREGADOS,
WLD,MUNDO,,,,AGREGADOS,
INX,NO CLASIFICADO,,,,AGREGADOS,
MEA,ORIENTE MEDIO Y NORTE DE AFRICA,,,,AGREGADOS,
TMN,ORIENTE MEDIO Y NORTE DE AFRICA (BIRF Y LA AIF),,,,AGREGADOS,
MNA,ORIENTE MEDIO Y NORTE DE AFRICA (EXCLUIDO ALTOS INGRESOS),,,,AGREGADOS,
OSS,OTROS ESTADOS PEQUEOS,,,,AGREGADOS,
LIC,PAISES DE INGRESO BAJO,,,,AGREGADOS,
LMC,PAISES DE INGRESO MEDIANO BAJO,,,,AGREGADOS,
LDC,PAISES MENOS DESARROLLADOS: CLASIFICACION DE LAS NACIONES UNIDAS,,,,AGREGADOS,
HPC,PAISES POBRES MUY ENDEUDADOS (PPME),,,,AGREGADOS,
SST,PEQUENOS ESTADOS,,,,AGREGADOS,
PST,POSTERIOR AL DIVIDENDO DEMOGRAFICO,,,,AGREGADOS,
PRE,PREVIA AL DIVIDENDO DEMOGRAFICO,,,,AGREGADOS,
IDX,SOLO AIF,,,,AGREGADOS,
IBD,SOLO BIRF,,,,AGREGADOS,
IDA,TOTAL DE LA AIF,,,,AGREGADOS,
EUU,UNION EUROPEA,,,,AGREGADOS,
EMU,ZONA DEL EURO,,,,AGREGADOS,
AFE,,,,,AGREGADOS,
AFW,,,,,AGREGADOS,
ABW,ARUBA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO ALTO,
AFG,AFGHANISTAN,ASIA,SOUTHERN ASIA,NO DATA,PAÍSES DE INGRESO BAJO,
AGO,ANGOLA,AFRICA,SUB-SAHARAN AFRICA,MIDDLE AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
ALB,ALBANIA,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO MEDIANO ALTO,
AND,ANDORRA,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO ALTO,
ARE,UNITED ARAB EMIRATES,ASIA,WESTERN ASIA,NO DATA,INGRESO ALTO,
ARG,ARGENTINA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,SOUTH AMERICA,INGRESO MEDIANO ALTO,
ARM,ARMENIA,ASIA,WESTERN ASIA,NO DATA,INGRESO MEDIANO ALTO,
ASM,AMERICAN SAMOA,OCEANIA,POLYNESIA,NO DATA,INGRESO ALTO,
ATG,ANTIGUA AND BARBUDA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO ALTO,
AUS,AUSTRALIA,OCEANIA,AUSTRALIA AND NEW ZEALAND,NO DATA,INGRESO ALTO,
AUT,AUSTRIA,EUROPE,WESTERN EUROPE,NO DATA,INGRESO ALTO,
AZE,AZERBAIJAN,ASIA,WESTERN ASIA,NO DATA,INGRESO MEDIANO ALTO,
BDI,BURUNDI,AFRICA,SUB-SAHARAN AFRICA,EASTERN AFRICA,PAÍSES DE INGRESO BAJO,
BEL,BELGIUM,EUROPE,WESTERN EUROPE,NO DATA,INGRESO ALTO,
BEN,BENIN,AFRICA,SUB-SAHARAN AFRICA,WESTERN AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
BFA,BURKINA FASO,AFRICA,SUB-SAHARAN AFRICA,WESTERN AFRICA,PAÍSES DE INGRESO BAJO,
BGD,BANGLADESH,ASIA,SOUTHERN ASIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
BGR,BULGARIA,EUROPE,EASTERN EUROPE,NO DATA,INGRESO ALTO,
BHR,BAHRAIN,ASIA,WESTERN ASIA,NO DATA,INGRESO ALTO,
BHS,BAHAMAS,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO ALTO,
BIH,BOSNIA AND HERZEGOVINA,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO MEDIANO ALTO,
BLR,BELARUS,EUROPE,EASTERN EUROPE,NO DATA,INGRESO MEDIANO ALTO,
BLZ,BELIZE,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CENTRAL AMERICA,INGRESO MEDIANO ALTO,
BMU,BERMUDA,AMERICAS,NORTHERN AMERICA,NO DATA,INGRESO ALTO,
BOL,BOLIVIA (PLURINATIONAL STATE OF),AMERICAS,LATIN AMERICA AND THE CARIBBEAN,SOUTH AMERICA,PAÍSES DE INGRESO MEDIANO BAJO,
BRA,BRAZIL,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,SOUTH AMERICA,INGRESO MEDIANO ALTO,
BRB,BARBADOS,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO ALTO,
BRN,BRUNEI DARUSSALAM,ASIA,SOUTH-EASTERN ASIA,NO DATA,INGRESO ALTO,
BTN,BHUTAN,ASIA,SOUTHERN ASIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
BWA,BOTSWANA,AFRICA,SUB-SAHARAN AFRICA,SOUTHERN AFRICA,INGRESO MEDIANO ALTO,
CAF,CENTRAL AFRICAN REPUBLIC,AFRICA,SUB-SAHARAN AFRICA,MIDDLE AFRICA,PAÍSES DE INGRESO BAJO,
CAN,CANADA,AMERICAS,NORTHERN AMERICA,NO DATA,INGRESO ALTO,
CHE,SWITZERLAND,EUROPE,WESTERN EUROPE,NO DATA,INGRESO ALTO,
CHL,CHILE,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,SOUTH AMERICA,INGRESO ALTO,
CHN,CHINA,ASIA,EASTERN ASIA,NO DATA,INGRESO MEDIANO ALTO,
CIV,CÔTE D'IVOIRE,AFRICA,SUB-SAHARAN AFRICA,WESTERN AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
CMR,CAMEROON,AFRICA,SUB-SAHARAN AFRICA,MIDDLE AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
COD,"CONGO, DEMOCRATIC REPUBLIC OF THE",AFRICA,SUB-SAHARAN AFRICA,MIDDLE AFRICA,PAÍSES DE INGRESO BAJO,
COG,CONGO,AFRICA,SUB-SAHARAN AFRICA,MIDDLE AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
COL,COLOMBIA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,SOUTH AMERICA,INGRESO MEDIANO ALTO,
COM,COMOROS,AFRICA,SUB-SAHARAN AFRICA,EASTERN AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
CPV,CABO VERDE,AFRICA,SUB-SAHARAN AFRICA,WESTERN AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
CRI,COSTA RICA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CENTRAL AMERICA,INGRESO MEDIANO ALTO,
CUB,CUBA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO MEDIANO ALTO,
CUW,CURAÇAO,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO ALTO,
CYM,CAYMAN ISLANDS,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO ALTO,
CYP,CYPRUS,ASIA,WESTERN ASIA,NO DATA,INGRESO ALTO,
CZE,CZECHIA,EUROPE,EASTERN EUROPE,NO DATA,INGRESO ALTO,
DEU,GERMANY,EUROPE,WESTERN EUROPE,NO DATA,INGRESO ALTO,
DJI,DJIBOUTI,AFRICA,SUB-SAHARAN AFRICA,EASTERN AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
DMA,DOMINICA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO MEDIANO ALTO,
DNK,DENMARK,EUROPE,NORTHERN EUROPE,NO DATA,INGRESO ALTO,
DOM,DOMINICAN REPUBLIC,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO MEDIANO ALTO,
DZA,ALGERIA,AFRICA,NORTHERN AFRICA,NO DATA,INGRESO MEDIANO ALTO,
ECU,ECUADOR,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,SOUTH AMERICA,INGRESO MEDIANO ALTO,
EGY,EGYPT,AFRICA,NORTHERN AFRICA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
ERI,ERITREA,AFRICA,SUB-SAHARAN AFRICA,EASTERN AFRICA,PAÍSES DE INGRESO BAJO,
ESP,SPAIN,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO ALTO,
EST,ESTONIA,EUROPE,NORTHERN EUROPE,NO DATA,INGRESO ALTO,
ETH,ETHIOPIA,AFRICA,SUB-SAHARAN AFRICA,EASTERN AFRICA,PAÍSES DE INGRESO BAJO,
FIN,FINLAND,EUROPE,NORTHERN EUROPE,NO DATA,INGRESO ALTO,
FJI,FIJI,OCEANIA,MELANESIA,NO DATA,INGRESO MEDIANO ALTO,
FRA,FRANCE,EUROPE,WESTERN EUROPE,NO DATA,INGRESO ALTO,
FRO,FAROE ISLANDS,EUROPE,NORTHERN EUROPE,NO DATA,INGRESO ALTO,
FSM,MICRONESIA (FEDERATED STATES OF),OCEANIA,MICRONESIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
GAB,GABON,AFRICA,SUB-SAHARAN AFRICA,MIDDLE AFRICA,INGRESO MEDIANO ALTO,
GBR,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,EUROPE,NORTHERN EUROPE,NO DATA,INGRESO ALTO,
GEO,GEORGIA,ASIA,WESTERN ASIA,NO DATA,INGRESO MEDIANO ALTO,
GHA,GHANA,AFRICA,SUB-SAHARAN AFRICA,WESTERN AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
GIB,GIBRALTAR,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO ALTO,
GIN,GUINEA,AFRICA,SUB-SAHARAN AFRICA,WESTERN AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
GMB,GAMBIA,AFRICA,SUB-SAHARAN AFRICA,WESTERN AFRICA,PAÍSES DE INGRESO BAJO,
GNB,GUINEA-BISSAU,AFRICA,SUB-SAHARAN AFRICA,WESTERN AFRICA,PAÍSES DE INGRESO BAJO,
GNQ,EQUATORIAL GUINEA,AFRICA,SUB-SAHARAN AFRICA,MIDDLE AFRICA,INGRESO MEDIANO ALTO,
GRC,GREECE,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO ALTO,
GRD,GRENADA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO MEDIANO ALTO,
GRL,GREENLAND,AMERICAS,NORTHERN AMERICA,NO DATA,INGRESO ALTO,
GTM,GUATEMALA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CENTRAL AMERICA,INGRESO MEDIANO ALTO,
GUM,GUAM,OCEANIA,MICRONESIA,NO DATA,INGRESO ALTO,
GUY,GUYANA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,SOUTH AMERICA,INGRESO ALTO,
HKG,HONG KONG,ASIA,EASTERN ASIA,NO DATA,INGRESO ALTO,
HND,HONDURAS,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CENTRAL AMERICA,PAÍSES DE INGRESO MEDIANO BAJO,
HRV,CROATIA,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO ALTO,
HTI,HAITI,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,PAÍSES DE INGRESO MEDIANO BAJO,
HUN,HUNGARY,EUROPE,EASTERN EUROPE,NO DATA,INGRESO ALTO,
IDN,INDONESIA,ASIA,SOUTH-EASTERN ASIA,NO DATA,INGRESO MEDIANO ALTO,
IMN,ISLE OF MAN,EUROPE,NORTHERN EUROPE,NO DATA,INGRESO ALTO,
IND,INDIA,ASIA,SOUTHERN ASIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
IRL,IRELAND,EUROPE,NORTHERN EUROPE,NO DATA,INGRESO ALTO,
IRN,IRAN (ISLAMIC REPUBLIC OF),ASIA,SOUTHERN ASIA,NO DATA,INGRESO MEDIANO ALTO,
IRQ,IRAQ,ASIA,WESTERN ASIA,NO DATA,INGRESO MEDIANO ALTO,
ISL,ICELAND,EUROPE,NORTHERN EUROPE,NO DATA,INGRESO ALTO,
ISR,ISRAEL,ASIA,WESTERN ASIA,NO DATA,INGRESO ALTO,
ITA,ITALY,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO ALTO,
JAM,JAMAICA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO MEDIANO ALTO,
JOR,JORDAN,ASIA,WESTERN ASIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
JPN,JAPAN,ASIA,EASTERN ASIA,NO DATA,INGRESO ALTO,
KAZ,KAZAKHSTAN,ASIA,CENTRAL ASIA,NO DATA,INGRESO MEDIANO ALTO,
KEN,KENYA,AFRICA,SUB-SAHARAN AFRICA,EASTERN AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
KGZ,KYRGYZSTAN,ASIA,CENTRAL ASIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
KHM,CAMBODIA,ASIA,SOUTH-EASTERN ASIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
KIR,KIRIBATI,OCEANIA,MICRONESIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
KNA,SAINT KITTS AND NEVIS,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO ALTO,
KOR,"KOREA, REPUBLIC OF",ASIA,EASTERN ASIA,NO DATA,INGRESO ALTO,
KWT,KUWAIT,ASIA,WESTERN ASIA,NO DATA,INGRESO ALTO,
LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,ASIA,SOUTH-EASTERN ASIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
LBN,LEBANON,ASIA,WESTERN ASIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
LBR,LIBERIA,AFRICA,SUB-SAHARAN AFRICA,WESTERN AFRICA,PAÍSES DE INGRESO BAJO,
LBY,LIBYA,AFRICA,NORTHERN AFRICA,NO DATA,INGRESO MEDIANO ALTO,
LCA,SAINT LUCIA,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO MEDIANO ALTO,
LIE,LIECHTENSTEIN,EUROPE,WESTERN EUROPE,NO DATA,INGRESO ALTO,
LKA,SRI LANKA,ASIA,SOUTHERN ASIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
LSO,LESOTHO,AFRICA,SUB-SAHARAN AFRICA,SOUTHERN AFRICA,PAÍSES DE INGRESO MEDIANO BAJO,
LTU,LITHUANIA,EUROPE,NORTHERN EUROPE,NO DATA,INGRESO ALTO,
LUX,LUXEMBOURG,EUROPE,WESTERN EUROPE,NO DATA,INGRESO ALTO,
LVA,LATVIA,EUROPE,NORTHERN EUROPE,NO DATA,INGRESO ALTO,
MAC,MACAO,ASIA,EASTERN ASIA,NO DATA,INGRESO ALTO,
MAF,SAINT MARTIN (FRENCH PART),AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,INGRESO ALTO,
MAR,MOROCCO,AFRICA,NORTHERN AFRICA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
MCO,MONACO,EUROPE,WESTERN EUROPE,NO DATA,INGRESO ALTO,
MDA,"MOLDOVA, REPUBLIC OF",EUROPE,EASTERN EUROPE,NO DATA,INGRESO MEDIANO ALTO,
MDG,MADAGASCAR,AFRICA,SUB-SAHARAN AFRICA,EASTERN AFRICA,PAÍSES DE INGRESO BAJO,
MDV,MALDIVES,ASIA,SOUTHERN ASIA,NO DATA,INGRESO MEDIANO ALTO,
MEX,MEXICO,AMERICAS,LATIN AMERICA AND THE CARIBBEAN,CENTRAL AMERICA,INGRESO MEDIANO ALTO,
MHL,MARSHALL ISLANDS,OCEANIA,MICRONESIA,NO DATA,INGRESO MEDIANO ALTO,
MKD,NORTH MACEDONIA,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO MEDIANO ALTO,
MLI,MALI,AFRICA,SUB-SAHARAN AFRICA,WESTERN AFRICA,PAÍSES DE INGRESO BAJO,
MLT,MALTA,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO ALTO,
MMR,MYANMAR,ASIA,SOUTH-EASTERN ASIA,NO DATA,PAÍSES DE INGRESO MEDIANO BAJO,
MNE,MONTENEGRO,EUROPE,SOUTHERN EUROPE,NO DATA,INGRESO MEDIANO ALTO,
MNG,MONGOLIA,ASIA,EASTERN ASIA,NO DATA,INGRESO MEDIANO ALTO,
MNP,NORTHERN MARIANA ISLANDS,OCEANIA,MICRONESIA,NO DATA,INGRESO ALTO,
MOZ,MOZAMBIQUE,AFRICA,SUB-SAHARAN AFRICA,EASTERN AFRICA,PAÍSES DE INGRESO BAJO,
